date,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
1972-05-01,0.0043,0.0084,0.0366,0.0113,0.025099999999999997,-0.010700000000000001,0.0139,0.020499999999999997,-0.013999999999999999,0.0471,0.0248,0.008,0.0182,0.0346,0.0143
1972-06-01,-0.036699999999999997,-0.025,-0.0167,-0.015,-0.0183,-0.0446,-0.0319,-0.022000000000000002,-0.030899999999999997,-0.0038,-0.0315,-0.018600000000000002,-0.0073,-0.0005,-0.039
1972-07-01,-0.0313,-0.0017000000000000001,0.0044,0.0049,-0.024,-0.0197,-0.0449,0.011899999999999999,-0.02,0.0034000000000000002,0.0053,0.0066,0.0029,-0.0017000000000000001,-0.048799999999999996
1972-08-01,0.0334,0.0336,0.0467,0.0213,0.009899999999999999,0.0529,0.01,0.024,0.046799999999999994,0.037000000000000005,0.0557,0.0354,0.0053,0.0104,0.0092
1972-09-01,-0.0215,-0.0141,0.0033,-0.0079,-0.0195,-0.0149,-0.0297,-0.0118,-0.0172,0.009399999999999999,-0.0023,-0.0069,-0.009000000000000001,-0.0158,-0.024
1972-10-01,-0.012,-0.0074,0.0161,0.021,-0.0058,-0.0334,0.015,-0.0184,0.0077,0.0096,0.022000000000000002,0.026099999999999998,0.0151,0.0045000000000000005,-0.0181
1972-11-01,0.0781,0.0466,0.046900000000000004,0.0359,0.058899999999999994,0.0894,0.0645,0.0297,0.069,0.0365,0.0562,0.0358,0.0361,0.0519,0.0673
1972-12-01,-0.0091,0.019299999999999998,0.0155,0.0225,0.0022,-0.009899999999999999,-0.008100000000000001,0.0275,0.0087,0.014499999999999999,0.016399999999999998,0.022400000000000003,0.0227,0.0039000000000000003,0.0003
1973-01-01,-0.0626,-0.0052,-0.005600000000000001,-0.0336,-0.0541,-0.060899999999999996,-0.0647,0.0128,-0.0288,0.0049,-0.0149,-0.0225,-0.0466,-0.0329,-0.0795
1973-02-01,-0.0591,-0.0331,-0.0463,-0.0253,-0.0605,-0.0506,-0.0694,-0.0269,-0.0414,-0.0467,-0.046,-0.0366,-0.0118,-0.042699999999999995,-0.083
1973-03-01,-0.0246,0.0015,0.011399999999999999,-0.0172,-0.0281,-0.0207,-0.0296,0.0,0.0037,0.0103,0.0124,-0.0074,-0.0286,-0.013000000000000001,-0.0481
1973-04-01,-0.0536,-0.0541,-0.0281,-0.0464,-0.09,-0.0449,-0.0644,-0.0556,-0.052000000000000005,-0.0327,-0.0239,-0.046900000000000004,-0.045899999999999996,-0.0723,-0.1143
1973-05-01,-0.0512,-0.0192,-0.015,-0.0083,-0.0447,-0.0483,-0.0548,-0.0239,-0.0126,-0.0231,-0.0078000000000000005,-0.0202,0.0059,-0.0311,-0.0644
1973-06-01,-0.0231,-0.0129,0.0002,-0.0131,-0.024300000000000002,-0.024300000000000002,-0.0216,-0.0097,-0.0174,0.0106,-0.0091,-0.0001,-0.028300000000000002,-0.0026,-0.056900000000000006
1973-07-01,0.09820000000000001,0.0344,0.04,0.1036,0.0969,0.1186,0.08539999999999999,0.027999999999999997,0.0433,0.019799999999999998,0.0559,0.0977,0.1119,0.0678,0.16690000000000002
1973-08-01,-0.0144,-0.0395,-0.0333,-0.0371,-0.0277,-0.030600000000000002,-0.0038,-0.0352,-0.0455,-0.033,-0.0335,-0.0424,-0.029900000000000003,-0.0301,-0.0223
1973-09-01,0.0925,0.0298,0.0359,0.0796,0.0857,0.10490000000000001,0.08470000000000001,0.0051,0.0643,0.0337,0.037599999999999995,0.0725,0.0892,0.0812,0.0953
1973-10-01,0.0227,0.016200000000000003,-0.0048,-0.0033,-0.038599999999999995,-0.0036,0.0397,0.04019999999999999,-0.015600000000000001,-0.0046,-0.0049,0.0019,-0.0103,-0.0398,-0.036000000000000004
1973-11-01,-0.15130000000000002,-0.0876,-0.12539999999999998,-0.1308,-0.1912,-0.1941,-0.1249,-0.08439999999999999,-0.09210000000000002,-0.126,-0.1249,-0.1246,-0.1391,-0.1732,-0.2296
1973-12-01,0.0366,0.020099999999999996,0.009000000000000001,-0.0106,-0.013500000000000002,0.0091,0.052300000000000006,0.009399999999999999,0.0352,0.0199,0.0008,-0.022799999999999997,0.0062,-0.0138,-0.0129
1974-01-01,0.0046,-0.0144,-0.011399999999999999,0.011200000000000002,0.069,0.0378,-0.013500000000000002,-0.0331,0.0111,-0.0262,0.0001,0.0105,0.012199999999999999,0.0738,0.0581
1974-02-01,0.015700000000000002,0.0074,-0.0127,-0.004,0.0044,0.0028000000000000004,0.0231,-0.0003,0.0177,-0.0233,-0.0048,-0.0085,0.0019,0.0024,0.0091
1974-03-01,-0.0242,-0.0213,-0.008199999999999999,-0.0239,-0.033,-0.045,-0.0124,-0.0204,-0.022400000000000003,-0.0086,-0.0078000000000000005,-0.0291,-0.017,-0.030600000000000002,-0.0385
1974-04-01,-0.0356,-0.037200000000000004,-0.0333,-0.0387,-0.0355,-0.050199999999999995,-0.0276,-0.047599999999999996,-0.023700000000000002,-0.0401,-0.028399999999999998,-0.031,-0.048600000000000004,-0.033,-0.0412
1974-05-01,-0.0626,-0.0414,-0.0086,-0.029300000000000003,-0.01,-0.0579,-0.06509999999999999,-0.055,-0.0241,-0.011899999999999999,-0.0060999999999999995,-0.030600000000000002,-0.0276,0.0187,-0.0766
